stratum,source,method,family,n_pr,auc,ci_lo,ci_hi,rank
explicit,symbol,dense_seed,dense,378,0.36543052698669864,0.3229273748003588,0.40394487581127086,
explicit,symbol,path_issue_rd,redacted,378,0.4048001051241858,0.3692770237652284,0.4383390267255288,
explicit,symbol,path_issue_rdp,redacted,378,0.3718518253131591,0.3356589643112588,0.40633771991739465,
explicit,symbol,path_issue_rds,redacted,378,0.3629517693676939,0.3285410735961779,0.3965068305592788,
explicit,symbol,rrf_hops_path_rd,redacted,378,0.4468809018270337,0.4120414508214757,0.4807287038725766,
explicit,symbol,rrf_hops_path_rdp,redacted,378,0.4237419314331202,0.38659385748314373,0.45840233669202046,
explicit,symbol,rrf_hops_path_rds,redacted,378,0.41700236118575906,0.3813900439919939,0.4500459686218345,
explicit,symbol,rrf_hops_pathseed,fusion-control,378,0.4019184403005894,0.36559919527032186,0.4345244267628548,
explicit,symbol,rrf_pprpl_dense,dense,378,0.489846011202225,0.4530620559312741,0.5235574750938546,
explicit,symbol,rrf_pprpl_dense_path,dense,378,0.5411168346178181,0.504976239746496,0.5754310500449822,
explicit,symbol,rrf_pprpl_dense_path_rd,dense,378,0.4940402625125241,0.45791678607257813,0.5282464431903471,
explicit,symbol,rrf_pprpl_dense_path_rdp,dense,378,0.47484315254081394,0.43827343575341177,0.5103821511099622,
explicit,symbol,rrf_pprpl_dense_path_rds,dense,378,0.46788801463932495,0.4319278862540954,0.5032221069574242,
explicit,symbol,rrf_pprpl_issue_path_dense,dense,378,0.5322365933136777,0.4944837075806854,0.5672235943579479,
explicit,symbol,rrf_pprpl_issue_path_k10,rrf-k,378,0.5233140770635062,0.48718239866702795,0.5570858669270046,
explicit,symbol,rrf_pprpl_issue_path_k200,rrf-k,378,0.5178282769330478,0.4820702393954883,0.5508362120998115,
explicit,symbol,rrf_pprpl_issue_path_rd,redacted,378,0.4784684344686536,0.44411859512505913,0.5121710819830099,
explicit,symbol,rrf_pprpl_issue_path_rdp,redacted,378,0.4541712767407507,0.41853048312626884,0.48946415594806153,
explicit,symbol,rrf_pprpl_issue_path_rds,redacted,378,0.4447079112186592,0.4096485579167986,0.47839166289225377,
explicit,symbol,rrf_pprpl_seeddense_path,dense,378,0.41763388476847474,0.38088014848393353,0.45397672179125886,
explicit,symbol,rrf_pprpl_seedpath,fusion-control,378,0.41350132877233536,0.37686916546338434,0.4466460923219362,
explicit,symbol,sys_aider_repomap,?,378,0.33945869859474376,0.30189522241432576,0.3743189603906513,
explicit,symbol,sys_locagent_bfs,?,378,0.3742799005631104,0.3361687691577895,0.40755750739325053,
explicit,symbol,sys_repograph_k2,?,378,0.31109175231430325,0.2765630403000237,0.34201971004944914,
